country_code_3,carbon_leakage_risk_score,leakage_index,carbon_intensity,Electricity_Access_Pct,PM25_Exposure_Micrograms,CO2_Per_Capita_Tonnes,EPI_Master_Score,Biodiversity_Habitat_Score,Public_Environmental_Priority_Avg,Trust_In_Government_Avg,score_distributional,score_spatial,score_institutional,score_scale
LKA,1.5599295961006956,6.133593991280843,0.254325538716485,100.0,19.96,0.9,38.8,32.9,,2.667892307692308,0.020621057738961612,0.4612810460887731,0.024677965101894905,0.238021460838572
LMY,-0.7000188873221843,-1.070025977260675,0.654207376454795,90.49,35.52,4.587298578199053,,47.477777777777774,,2.667892307692308,0.009546630491374164,0.08778517123886309,0.05248790611262544,0.02557958059741572
LSO,16.41001800326084,37.99181607259553,0.431935603496928,57.3,23.44,1.1,36.9,59.1,,2.667892307692308,0.42590113586356093,0.09524024450003854,0.15806075024340516,0.3160320573524582
LTE,-3.14639552729985,-4.722717024336631,0.666225715215661,99.46,28.24,4.587298578199053,,47.477777777777774,,2.667892307692308,0.10436692647446077,0.17853560753903774,0.08259195076092007,0.0627702619825421
LTU,1.3947989963539624,5.930301075078781,0.235198681937988,100.0,9.22,4.39,64.1,74.9,,2.667892307692308,0.10528869480834546,0.07792149175972962,0.02670999028818044,0.24726762381153333
LUX,0.9656414645665649,9.526024076167154,0.101368782699434,100.0,8.67,10.46,75.1,84.8,,2.667892307692308,0.25254730713246,0.03714354490667904,0.03199101582078101,0.32089965767101924
LVA,1.5714279604511383,7.054102508613504,0.222767950782162,100.0,11.6,3.45,60.2,68.4,,2.667892307692308,0.08248423095584667,0.1283023409761087,0.024536471241901503,0.25677094756937524
MAC,1.1380534566800702,28.56134394615607,0.0398459350801395,100.0,24.339155555555553,1.47,,47.477777777777774,1.398,2.224,0.034449296458030076,0.2271624393072308,0.26498184010192805,0.35929835080221306
MAF,2.027031470861436,,0.42193568597923525,100.0,24.339155555555553,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.2271624393072308,0.018930013023171766,0.14493776482582432
MAR,10.16416086080643,19.732437590905977,0.515099100857704,100.0,21.32,1.81,39.5,30.1,1.558,3.018,0.04269771955361479,0.47881042649954,0.26664035093123384,0.19013574433620206
MCO,2.027031470861436,,0.42193568597923525,100.0,9.58,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.4111459291545949,0.018930013023171766,0.14493776482582432
MDA,26.85685361914666,30.274158293549096,0.887121397686204,100.0,14.76,1.76,46.1,53.3,,2.667892307692308,0.04148471615720528,0.2748712592095873,0.2866149559510315,0.1761850775577014
MDG,4.175071905238048,12.921324437184015,0.323114857577861,39.4,12.75,0.14,30.1,26.4,,2.667892307692308,0.6384085600598244,0.6312081431236514,0.007502836312491379,0.2296405071015719
MDV,14.1016539711307,46.651350910620195,0.302277505278426,100.0,12.01,4.37,38.1,12.0,1.566,2.964,0.10480349344978168,0.8177726768627653,0.28649173002695305,0.36407948453926375
MEA,-2.1484223560951623,-2.8752094526617897,0.747222903745747,96.42,39.72,4.587298578199053,,47.477777777777774,,2.667892307692308,0.07223161992054972,0.03542915029645477,0.07031132789492478,0.09824978827180653
MEX,0.5114233879706894,1.450513739201536,0.352580864385478,99.7,14.99,3.52,44.2,31.7,1.457,3.32,0.08101118835352616,0.5380139959937758,0.30781559797320834,0.16718255728738873
MHL,0.0057215690024923,12.484045201642871,0.0004583105003288,100.0,10.73,4.11,42.5,12.6,,2.667892307692308,0.0984958757884522,0.8263396349693515,0.04380337166272985,0.36858935728333797
MKD,12.816671630694124,21.240334242100133,0.603411955979977,100.0,26.12,3.63,50.3,53.0,,2.667892307692308,0.08685104318292092,0.1369552695604328,0.11384259598669877,0.17070253960505177
MLI,1.985393458557575,5.965081840606008,0.332835912668027,54.5,56.78,0.29,34.5,51.0,,2.667892307692308,0.4751500995534711,0.2206131414472272,0.01944239225414468,0.19696323956570216
MLT,2.140881419595367,23.34922480511342,0.0916896144289347,100.0,11.72,3.2,66.9,67.1,,2.667892307692308,0.07641921397379914,0.1428163068802173,0.017529025176948876,0.3410689886397096
MMR,-1.6575939606132108,-3.3369432862574517,0.496740225535054,76.8,32.32,0.58,27.1,23.0,1.488,1.898,0.2323852929621184,0.4291259381528382,0.4720533502273393,0.05548772856646145
MNA,3.2597469028231396,3.585720215717908,0.909091258301227,96.09,39.19,4.587298578199053,,47.477777777777774,,2.667892307692308,0.0687432478275265,0.04203598151061583,0.003760754211594941,0.12714520348492553
MNE,2.027031470861436,,0.42193568597923525,100.0,17.98,3.72,47.7,42.1,,2.667892307692308,0.08903444929645798,0.3726626776364995,0.018930013023171766,0.14493776482582432
MNG,-29.969304104696697,-17.67145823324453,1.69591573650197,100.0,29.65,12.86,37.2,64.2,1.517,2.696,0.3107714701601163,0.044979753952492874,0.39777542372881347,1.0
MNP,2.027031470861436,,0.42193568597923525,100.0,9.71,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.4095253856492347,0.018930013023171766,0.14493776482582432
MOZ,2.148809938487001,4.4565088213129345,0.482173383840389,36.0,20.08,0.25,39.0,57.1,,2.667892307692308,0.6716807559703872,0.16175560312588644,0.01743146027921072,0.11091704231062582
MRT,3.57270550196941,6.2228725287246025,0.574124808997437,50.3,70.82,1.01,34.6,36.2,,2.667892307692308,0.5020803136472884,0.2133658301739183,9.037790265420398e-05,0.07421954448543833
MSR,2.027031470861436,,0.42193568597923525,87.99670833333333,24.339155555555553,6.02,,47.477777777777774,,2.667892307692308,0.017947915608814702,0.2271624393072308,0.018930013023171766,0.14493776482582432
MUS,8.867837614581031,29.927994753017977,0.296305772831198,100.0,9.15,3.68,47.3,13.4,,2.667892307692308,0.08806404657933042,0.8361832546703462,0.06524996573216102,0.30319566528684516
MWI,8.442980806794457,21.04655933364998,0.401157294783833,15.6,23.7,0.09,35.1,68.1,,2.667892307692308,0.8912071871348809,0.018838280934327156,0.06002186303459134,0.2361416595117417
MYS,-4.989984352068904,-7.124641614798991,0.700383910076814,100.0,16.19,8.16,41.0,28.0,1.444,2.518,0.19674915089762246,0.5686216353304274,0.18467046341288473,0.10559810829344163
NAM,5.22000194957411,17.4838323383311,0.298561656767316,56.7,19.99,1.14,44.0,69.5,,2.667892307692308,0.43127322786102107,0.010168158254455495,0.020361289992512077,0.25697680321330973
NCL,2.027031470861436,,0.42193568597923525,100.0,24.339155555555553,18.06,,47.477777777777774,,2.667892307692308,0.43692382338670543,0.2271624393072308,0.018930013023171766,0.14493776482582432
NER,1.0154009120842158,5.082497354768354,0.199783854512305,20.1,85.12,0.12,40.0,69.9,,2.667892307692308,0.8429106747376272,0.8066502463054188,0.03137869774789448,0.2634813379624179
NGA,-1.5660278712672728,-6.42150568037023,0.243872379659249,61.2,56.53,0.58,37.9,47.1,1.59,2.69,0.39729015554139946,0.16946715497898035,0.05143505241832269,0.2057185162239793
NIC,7.259283500613411,20.0365766868659,0.362301585448572,88.3,16.81,0.81,47.4,65.5,1.41,2.936,0.10524099530903641,0.09907022928326403,0.18746199287330256,0.24448694068643395
NIR,2.027031470861436,,0.42193568597923525,87.99670833333333,24.339155555555553,4.587298578199053,,47.477777777777774,1.362,3.157,0.01680951820489085,0.2271624393072308,0.24013126468217372,0.14493776482582432
NIU,2.027031470861436,,0.42193568597923525,87.99670833333333,24.339155555555553,4.14,,47.477777777777774,,2.667892307692308,0.02766101209618277,0.2271624393072308,0.018930013023171766,0.14493776482582432
NLD,-1.1262440615332174,-8.730767004722457,0.128997150069866,100.0,10.89,6.3,66.9,60.5,1.277,2.855,0.15162542455118877,0.2344436420533188,0.04137080325570608,0.2788667058086707
NOR,-1.2690480746060846,-14.08437898105711,0.090103232546703,100.0,6.06,6.67,69.9,71.6,,2.667892307692308,0.1606016496846191,0.15795355874792594,0.059490131272988966,0.30004329569426846
NPL,11.644305312317549,25.63250042272381,0.454278947441062,94.0,45.72,0.63,33.1,54.2,,2.667892307692308,0.04935410774752713,0.12215115329395898,0.09941596706299904,0.24421247812338764
NRU,0.0,18.085365971399018,0.0,100.0,6.06,5.13,,47.477777777777774,,2.667892307692308,0.12324114507520623,0.4550252609920419,0.04387377879705845,0.36878919382354125
NZL,0.2493215387975723,1.7572515659278882,0.141881528878264,100.0,6.49,6.23,57.3,38.5,1.293,2.438,0.14992721979621537,0.5602287674412606,0.16257073009156198,0.2881965176003186
OMN,-19.657724353148907,-18.28267367064296,1.07521059049005,100.0,39.58,15.65,51.3,56.2,,2.667892307692308,0.37845705967976706,0.07024217883578798,0.28577316662658936,0.5071102019944768
OSS,4.599725601895874,16.132787610996722,0.285116603082317,94.5,16.76,4.587298578199053,,47.477777777777774,,2.667892307692308,0.051935636833868926,0.3216420647816205,0.012728439613039377,0.25727185479005743
PAK,3.212255485149006,6.467654857718115,0.496664642102182,95.6,43.0,0.72,25.5,25.3,1.574,2.311,0.03025738239508935,0.2676669331751476,0.19337710553141335,0.11545854118002918
PAN,2.503936866694033,15.657242489021614,0.1599219574232,97.0,11.47,2.8,52.9,56.6,,2.667892307692308,0.03500271322958437,0.2752430815258039,0.013061423087123325,0.30530325747737563
PER,-1.864656504574344,-6.182102991042089,0.301621714694214,96.2,27.04,2.05,46.5,48.6,1.413,3.447,0.008351002663991358,0.1796739999484176,0.3458435436116625,0.1679917151261594
PHL,5.134321776129367,13.408936768707903,0.382902974687091,98.0,20.29,1.51,32.1,24.6,1.324,1.881,0.014278050126531827,0.5593841074974854,0.3974792327989174,0.20619043881424703
PLW,2.027031470861436,,0.42193568597923525,100.0,7.33,12.76,,47.477777777777774,,2.667892307692308,0.3083454633672973,0.43919379751659937,0.018930013023171766,0.14493776482582432
PNG,-5.395610565423151,-26.76830630556701,0.201567125832725,20.5,17.31,0.79,36.9,19.8,,2.667892307692308,0.8224280994160145,0.6556452514206621,0.11026981067209762,0.18353871564889912
POL,-0.0343960858250623,-0.0819944164134539,0.419493025618004,100.0,17.96,7.08,64.2,81.4,,2.667892307692308,0.1705482775351771,0.11107815576131175,0.0442970420372657,0.12101105522657907
PRE,-0.278660829522916,-0.7121129028486044,0.391315518098623,52.53,40.71,4.587298578199053,,47.477777777777774,,2.667892307692308,0.3917218684515433,0.023088088217172786,0.047302857507426355,0.13462016166138313
PRI,2.027031470861436,,0.42193568597923525,100.0,7.19,4.587298578199053,,47.477777777777774,1.408,3.308,0.11007517171758985,0.44093899821467963,0.3201100782414956,0.14493776482582432
PRK,2.027031470861436,,0.42193568597923525,57.5,29.93,2.36,,47.477777777777774,,2.667892307692308,0.3932192853691787,0.15746854196935423,0.018930013023171766,0.14493776482582432
PRT,1.4532982712007654,9.899465982843116,0.146805724037993,100.0,8.45,3.41,61.9,59.8,,2.667892307692308,0.08151382823871911,0.27348068673217607,0.025990123709542345,0.3001085692842892
PRY,2.483195200763774,14.2381194433263,0.174404717606699,99.8,10.09,1.15,39.5,47.5,,2.667892307692308,0.024571909816146653,0.4045147396384081,0.013316660987551465,0.2965082319732476
PSE,2.027031470861436,,0.42193568597923525,100.0,26.36,0.87,,47.477777777777774,,2.667892307692308,0.019893255701115997,0.20197115977040148,0.018930013023171766,0.14493776482582432
PSS,8.771890942001212,34.12898339700874,0.257021747174867,88.87,12.88,4.587298578199053,,47.477777777777774,,2.667892307692308,0.007578105238012611,0.37000905555698826,0.06406928779892818,0.3251788891977918
PST,0.3754841545376208,1.9948702930315985,0.188224846421969,100.0,11.0,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.3934446077883521,0.03925323445069373,0.26242259277658275
PYF,2.027031470861436,,0.42193568597923525,100.0,24.339155555555553,3.27,,47.477777777777774,,2.667892307692308,0.07811741872877243,0.2271624393072308,0.018930013023171766,0.14493776482582432
QAT,-20.430462785398372,-26.82961921109877,0.761489107417029,100.0,75.66,41.27,46.8,50.1,,2.667892307692308,1.0,0.44488217746026015,0.29528214896632565,0.331632703979883
ROU,2.8169075108831936,9.4336622809011,0.298601691157225,100.0,14.85,3.61,57.3,71.9,1.613,3.168,0.08636584182435714,0.044685305066240244,0.25567740613995993,0.22738176411339162
RUS,-7.622118648268229,-6.116745321422693,1.24610691597266,100.0,11.27,12.29,46.7,41.6,1.556,2.484,0.29694323144104795,0.4624652894196132,0.23506883539016082,0.4597746335026569
RWA,3.0043784955920896,19.83631046920972,0.151458533594518,63.9,31.29,0.14,33.9,49.9,,2.667892307692308,0.3794233592141585,0.11068484082566032,0.006903206525527006,0.31645194829811096
SAU,-4.349547060148273,-5.874040050104095,0.740469425309961,100.0,53.15,20.38,42.5,45.4,,2.667892307692308,0.49320718098010663,0.10639706324848064,0.09739740911579697,0.12135366784761592
SDN,2.668297532535073,3.560422501618908,0.749432835940625,66.0,45.83,0.35,39.1,39.2,,2.667892307692308,0.3521300134481814,0.061206681625529724,0.011038872371895936,0.04028042354940686
SEN,8.499863408648,16.741430581109302,0.507714282090031,74.2,63.74,0.76,43.8,56.5,,2.667892307692308,0.25550262449825767,0.37510853772814434,0.060721835540021196,0.1740100979894348
SGP,-1.235894116391401,-8.581137364699385,0.144024511421476,100.0,13.87,9.24,53.0,35.0,1.452,1.994,0.22295002426006794,0.5113352074897479,0.41601663812027734,0.268656487288223
SHN,2.027031470861436,,0.42193568597923525,87.99670833333333,24.339155555555553,2.16,,47.477777777777774,,2.667892307692308,0.07569594659399936,0.2271624393072308,0.018930013023171766,0.14493776482582432
SLB,2.8003205767086907,13.176072761469747,0.212530746255254,81.3,13.95,0.36,42.2,13.2,,2.667892307692308,0.1901537975469122,0.7788108563519288,0.009414254334158878,0.27792955196180713
SLE,1.0128417446918714,6.809892320832938,0.148730948592736,35.5,43.22,0.17,39.9,45.3,,2.667892307692308,0.678906973666799,0.018619056216095276,0.03141018974638021,0.29355329085847137
SLV,8.844407306472482,26.933439200836084,0.328380168626884,98.3,20.03,1.42,41.6,35.5,,2.667892307692308,0.015265891370288664,0.4283887413062354,0.06496164257296455,0.2839946125000298
SMR,2.027031470861436,,0.42193568597923525,100.0,10.69,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.39730898076267274,0.018930013023171766,0.14493776482582432
SOM,2.340928104022508,24.032674308651018,0.0974060595153926,50.3,24.53,0.07,,47.477777777777774,,2.667892307692308,0.5248847774997871,0.22478342603816504,0.015067337871190079,0.3401599630241715
SPM,2.027031470861436,,0.42193568597923525,87.99670833333333,24.339155555555553,9.79,,47.477777777777774,,2.667892307692308,0.10940837169809181,0.2271624393072308,0.018930013023171766,0.14493776482582432
SRB,2.027031470861436,,0.42193568597923525,100.0,22.51,6.24,49.8,53.4,1.582,3.053,0.15016982047549732,0.17703040775797585,0.18504651891946178,0.14493776482582432
SSD,2.027031470861436,,0.42193568597923525,5.4,30.74,0.14,,47.477777777777774,,2.667892307692308,0.9978165938864629,0.14737130935903275,0.018930013023171766,0.14493776482582432
SST,3.6753368117678527,10.936880608598075,0.336049824744221,94.79,18.1,4.587298578199053,,47.477777777777774,,2.667892307692308,0.05500117594591969,0.30493800095713786,0.0013533140679184985,0.2158638564048272
STP,7.436423791527024,16.22454683352213,0.458344006019469,81.3,27.34,0.6,36.2,33.2,,2.667892307692308,0.1843313812441466,0.36558945658061004,0.04763561112493386,0.19003515251819048
SUR,4.0538913511761425,7.233360786006017,0.560443681866247,99.6,27.31,4.71,56.9,64.8,,2.667892307692308,0.10882358673564108,0.023199133417584505,0.006011641232236742,0.08820791093619895
SVK,-0.5242194448036874,-1.880434638345358,0.278775679895453,100.0,15.39,5.28,65.1,81.9,1.487,3.148,0.12688015526443475,0.08519889270024694,0.20396973375546656,0.19795775802285887
SVN,1.7429715437775264,7.269089261120112,0.239778530867696,100.0,14.29,6.02,62.4,64.9,,2.667892307692308,0.1448326055312954,0.13787300441028527,0.022425530674862304,0.2488515666296276
SWE,-0.0716612017270032,-1.0870032140109869,0.0659254736355167,100.0,5.64,3.59,70.3,60.0,,2.667892307692308,0.08588064046579325,0.3060463036993095,0.044755610311097094,0.329034279044472
SWZ,-1.1875500598230146,-5.212715889980192,0.227817913902752,86.4,18.78,0.84,38.7,29.8,,2.667892307692308,0.12459775986738508,0.5141679347312132,0.05848725222497808,0.21984244604753767
SXM,2.027031470861436,,0.42193568597923525,100.0,24.339155555555553,16.55,,47.477777777777774,,2.667892307692308,0.4002911208151383,0.2271624393072308,0.018930013023171766,0.14493776482582432
SYC,17.9171979795279,41.06606465737093,0.436301801232175,100.0,8.5,5.0,47.9,50.5,,2.667892307692308,0.12008733624454149,0.3873894204730095,0.17660745010846501,0.3320042202630743
SYR,2.027031470861436,,0.42193568597923525,88.4,24.71,1.29,,47.477777777777774,,2.667892307692308,0.09253908025107371,0.22253959656920475,0.018930013023171766,0.14493776482582432
TCA,2.2050812299171416,25.610498127053283,0.0861006771120877,100.0,24.339155555555553,8.14,,47.477777777777774,,2.667892307692308,0.19626394953905868,0.2271624393072308,0.016739010293403966,0.3451545312411438
TCD,-1.9515247924505617,-11.635962138041704,0.167714948647899,12.0,49.14,0.14,35.9,60.3,,2.667892307692308,0.9280491520259978,0.23990706591356548,0.06788839229693311,0.2458811358923818
TEA,-3.2208944844423955,-4.578903140090911,0.703420532363226,98.75,30.41,4.587298578199053,,47.477777777777774,,2.667892307692308,0.09686164106219874,0.15148499671879345,0.08350870245623176,0.08561900967683189
TEC,1.197908454576326,1.5527240691221955,0.771488301365446,100.0,17.91,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.3073064876188183,0.02913283947813805,0.07137943857761297
TGO,5.49833634102062,18.537675385620243,0.296603334918989,59.2,51.67,0.33,35.7,54.8,,2.667892307692308,0.4244968215720728,0.2037113455239471,0.023786351698193653,0.2615565931912617
THA,0.718694669510944,1.193173553171777,0.602338752481112,100.0,31.01,3.74,45.7,45.9,1.494,2.399,0.08951965065502188,0.16343632596566326,0.17745160858805753,0.022462924694930497
TJK,21.97384548547308,35.64344448515075,0.6164905160787,100.0,37.05,1.01,32.3,53.7,1.583,1.569,0.02328966521106257,0.007915731737721421,0.35551363103286465,0.2756749314924348
TKM,-17.536635540035572,-13.289250291144548,1.31961059923157,100.0,19.6,10.81,40.6,39.2,,2.667892307692308,0.26103833090732653,0.388182498130142,0.2596719721949974,0.6251199462617759
TLA,0.0388201996737987,0.1268077122301454,0.306134374566614,98.39,15.59,4.587298578199053,,47.477777777777774,,2.667892307692308,0.0930561442334461,0.3362269563298629,0.04339607434013293,0.18875417115756565
TLS,20.394244457751014,46.936494513263696,0.43450719252133,100.0,17.41,0.48,49.9,44.4,,2.667892307692308,0.010431829209121779,0.3514430144688313,0.2070889044183828,0.3635438690765389
TMN,3.038048801234286,3.341852397647443,0.909091258301227,96.06,39.27,4.587298578199053,,47.477777777777774,,2.667892307692308,0.06842612309179708,0.04103872396885566,0.0064888744199099735,0.12987332369324056
TON,2.027031470861436,,0.42193568597923525,100.0,12.48,1.46,40.4,15.7,,2.667892307692308,0.03420669577874813,0.7663472863418702,0.018930013023171766,0.14493776482582432
TSA,5.9061553432395835,7.024679830178887,0.840772175532615,99.41,47.32,4.587298578199053,,47.477777777777774,,2.667892307692308,0.10383838524824518,0.059310316170760435,0.028804794586585025,0.05429517515857729
TSS,0.7450126548335533,1.6964870405431427,0.43915021867484,53.26,38.18,4.587298578199053,,47.477777777777774,,2.667892307692308,0.3840051665487949,0.05462635797533788,0.034705977789582176,0.11901121750092436
TTO,-1.044632668469888,-0.870257351384963,1.20037212763261,98.7,25.6,22.93,52.5,49.5,,2.667892307692308,0.541328282315385,0.18654089185773592,0.05672857309928481,0.35186735135371494
TUN,7.452844039095318,11.391127657961706,0.654267449446608,100.0,24.18,2.66,45.3,38.1,1.697,3.432,0.0633187772925764,0.34463630189392946,0.45255572890090523,0.0747105748937339
TUR,2.1708980937960085,6.212937939036041,0.349415705596575,100.0,21.61,5.87,37.2,20.0,1.43,2.13,0.14119359534206688,0.5995796043638615,0.3020602397688057,0.18946967172748963
TUV,2.027031470861436,,0.42193568597923525,100.0,5.92,1.18,,47.477777777777774,,2.667892307692308,0.02741387675885487,0.45677046169012225,0.018930013023171766,0.14493776482582432
TWN,2.027031470861436,,0.42193568597923525,87.99670833333333,24.339155555555553,11.3,50.1,38.4,1.368,2.547,0.14604107426965895,0.3389577321370064,0.0829619556568093,0.14493776482582432
TZA,2.0284423953659014,7.079220063002234,0.286534728022801,48.3,25.08,0.29,43.6,65.3,,2.667892307692308,0.540689211604211,0.0015582149090004327,0.018912650801188535,0.22479456425694333
UGA,1.9653946832127025,11.742367029212984,0.167376362731904,51.5,33.81,0.13,35.8,51.9,,2.667892307692308,0.5107441839949203,0.054640686388294224,0.019688488466826914,0.2942806875638916
UKR,23.80013399110133,15.776345092456744,1.50859618318574,100.0,14.9,3.76,54.6,53.8,1.492,3.16,0.09000485201358566,0.26696842304352675,0.5096505572732483,0.2278833933028982
URY,0.3822288505315653,2.822328745721333,0.135430307724083,100.0,10.57,2.35,44.1,28.9,1.341,2.49,0.055798156234837415,0.6275952337967141,0.13339285776128995,0.29363599210255154
USA,0.9102139516567418,4.434671502959237,0.205249464599432,100.0,7.81,14.2,57.2,40.7,1.568,2.921,0.34327996118389126,0.5166804219431046,0.10138819506945751,0.25896414549649593
UZB,14.151243276620551,13.477110815621824,1.05002054744681,100.0,31.96,3.83,42.6,44.0,1.544,1.716,0.09170305676855894,0.1749929074355866,0.37391499474633827,0.07621842470768425
VCT,5.366561236434458,38.800304692650805,0.138312347775221,100.0,23.93,2.54,54.2,35.1,,2.667892307692308,0.06040756914119361,0.3846985445198118,0.022164784696952267,0.35327161346071934
VEN,2.027031470861436,,0.42193568597923525,100.0,15.26,4.09,53.3,61.3,1.659,3.309,0.09801067442988842,0.17011623208590165,0.3206397392584449,0.14493776482582432
VGB,2.027031470861436,,0.42193568597923525,100.0,24.339155555555553,4.87,,47.477777777777774,,2.667892307692308,0.11693352741387675,0.2271624393072308,0.018930013023171766,0.14493776482582432
VIR,2.027031470861436,,0.42193568597923525,100.0,8.63,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.42298836246299676,0.018930013023171766,0.14493776482582432
VNM,-5.418139935746672,-5.102770902699582,1.06180348658809,99.8,20.8,3.67,24.6,24.8,1.301,1.702,0.08570728099518587,0.5505635364815722,0.622142549239268,0.32397855785836327
VUT,14.135603803060928,43.832006992704144,0.322495016151412,61.6,14.08,0.6,45.0,18.1,,2.667892307692308,0.3925766243731106,0.7168454852603615,0.1300728004270767,0.3525759619142549
WLF,2.027031470861436,,0.42193568597923525,87.99670833333333,24.339155555555553,2.7,,47.477777777777774,,2.667892307692308,0.06259550991277663,0.2271624393072308,0.018930013023171766,0.14493776482582432
WSM,13.758884303394256,41.85294333276712,0.328743529314037,100.0,12.55,1.13,47.1,25.6,,2.667892307692308,0.026200873362445365,0.6435535037268201,0.12543705446199416,0.34425576805583935
XKX,2.027031470861436,,0.42193568597923525,100.0,24.339155555555553,4.587298578199053,,47.477777777777774,,2.667892307692308,0.11007517171758985,0.2271624393072308,0.018930013023171766,0.14493776482582432
YEM,2.027031470861436,,0.42193568597923525,83.6,34.83,0.25,,47.477777777777774,,2.667892307692308,0.16850950861309355,0.09638651753654459,0.018930013023171766,0.14493776482582432
ZAF,4.025984203189006,3.3460689968760566,1.20319820271122,87.7,23.75,6.87,42.7,39.5,,2.667892307692308,0.03543252162120847,0.3327551818705456,0.005668228032779776,0.2911369508674979
ZMB,-0.0061410952979483,-0.0151942343820423,0.404172737074949,51.1,24.31,0.57,46.7,83.7,,2.667892307692308,0.5042980839162416,0.2185605962912336,0.04394934843912335,0.13039238664841124
ZWE,2.549928796701895,4.677771854395431,0.545116109992811,62.0,19.49,0.82,51.6,70.2,1.463,2.528,0.38301107961918357,0.007780328235283962,0.08659096839826486,0.07873873571492984
